speech_id,date,speaker,party_ref,temporal_grammar_code,symbolic_work_code,temporal_grammar_sentences_n,symbolic_work_sentences_n,temporal_grammar_sentences,symbolic_work_sentences,temporal_grammar_sentences_en,symbolic_work_sentences_en
nl.proc.sgd.d.197219730000483.7.4,1973-03-14,Meis,nl.p.cpn,TG3,SW1,1,2,"Wanneer wij bij dit wetsontwerp spreken over bepalingen uit het Wetboek van Strafrecht, welke gelden voor schepelingen, dan spreken wij over een oeroude wet, zo ongeveer uit de tijd van Michiel Adriaanszoon de Ruyter.","Wanneer wij bij dit wetsontwerp spreken over bepalingen uit het Wetboek van Strafrecht, welke gelden voor schepelingen, dan spreken wij over een oeroude wet, zo ongeveer uit de tijd van Michiel Adriaanszoon de Ruyter. || Toch wordt hij, zodra hij op zee is, in een uitzonderingspositie geplaatst ten opzichte van zijn collega's aan de wal.","When we refer to provisions from the Penal Code that apply to sailors in this bill, we are talking about an ancient law, dating back to the time of Michiel Adriaanszoon de Ruyter.","When we refer to provisions from the Penal Code that apply to sailors in this bill, we are talking about an ancient law, dating back to the time of Michiel Adriaanszoon de Ruyter. || However, once he is at sea, he is placed in an exceptional position compared to his colleagues on land."
nl.proc.sgd.d.197319740000729.3.47,1974-02-12,Van Veenen,,TG4,SW4,2,3,"Wij kunnen nu alleen nog maar hopen, dat de Minister niet dezelfde negatieve houding zal aannemen als het om de VOC gaat. || Wij hopen dat daarvoor erkenning zal komen.","Wij kunnen nu alleen nog maar hopen, dat de Minister niet dezelfde negatieve houding zal aannemen als het om de VOC gaat. Wij hopen dat daarvoor erkenning zal komen. || Wij kunnen nu alleen nog maar hopen, dat de Minister niet dezelfde negatieve houding zal aannemen als het om de VOC gaat. || Wij hopen dat daarvoor erkenning zal komen.",We can only hope now that the Minister will not adopt the same negative attitude towards the VOC. || We hope that recognition will come for that.,We can only hope now that the Minister will not adopt the same negative attitude towards the VOC. We hope that recognition will come for that. || We can only hope now that the Minister will not adopt the same negative attitude towards the VOC. || We hope that recognition will come for that.
nl.proc.sgd.d.197319740000755.5.31,1974-05-07,Jurgens,nl.p.ppr,TG1,SW1,1,2,"Ik noem een voorbeeld: Als de overheid beschikt over een kostbare verzameling, bij voorbeeld van zeventiende-eeuwse Nederlandse schilderijen, dan heeft de overheid niet het recht die eenvoudig te vernietigen.","Ik noem een voorbeeld: Als de overheid beschikt over een kostbare verzameling, bij voorbeeld van zeventiende-eeuwse Nederlandse schilderijen, dan heeft de overheid niet het recht die eenvoudig te vernietigen. || Het poneren van algemene stellingen, zoals dè autonomie, dè beschikkingsbevoegdheid, dè democratie, zoals de heer De Koning deed, terwijl het juist gaat om welke autonomie, wiens beschikkingsbevoegdheid, lokale of nationale democratie, achten wij onjuist.","I will give an example: If the government possesses a valuable collection, for instance, of seventeenth-century Dutch paintings, then the government does not have the right to simply destroy it.","I will give an example: If the government possesses a valuable collection, for instance, of seventeenth-century Dutch paintings, then the government does not have the right to simply destroy it. || Posing general statements, such as autonomy, decision-making authority, and democracy, as Mr. De Koning did, while the real issue is which autonomy, whose decision-making authority, and whether local or national democracy, we consider to be incorrect."
nl.proc.sgd.d.197419750000621.4.83,1974-10-24,Verbrugh,nl.p.gpv,TG4,SW4,1,1,Wij noemen een bepaalde eeuw de Gouden Eeuw - ik vind het geen mooie naam terwijl het tegelijkertijd de eeuw van een godsdienstige herleving was.,Wij noemen een bepaalde eeuw de Gouden Eeuw - ik vind het geen mooie naam terwijl het tegelijkertijd de eeuw van een godsdienstige herleving was.,"We refer to a certain century as the Golden Age - I don't think it's a nice name, even though it was also the century of a religious revival.","We refer to a certain century as the Golden Age - I don't think it's a nice name, even though it was also the century of a religious revival."
nl.proc.sgd.d.197419750000644.8.311,1974-12-17,Schaefer,,TG4,SW1,1,1,"Het word t weleens tijd, dat wi j in sommig e arbeiderswijken eens laten zien, dat zij hun eigen monumenten hebben en dat dit niet altijd uitsluitend 17de-eeuwse grachten panden behoeven te zijn.","Het word t weleens tijd, dat wi j in sommig e arbeiderswijken eens laten zien, dat zij hun eigen monumenten hebben en dat dit niet altijd uitsluitend 17de-eeuwse grachten panden behoeven te zijn.",It's about time we show in some working-class neighborhoods that they have their own monuments and that these don't always have to be exclusively 17th-century canal houses.,It's about time we show in some working-class neighborhoods that they have their own monuments and that these don't always have to be exclusively 17th-century canal houses.
nl.proc.sgd.d.197419750000666.13.9.1,1975-03-06,Abma,nl.p.sgp,TG1,SW1,2,2,"Er word t in het bijzonder gesproken over het archief van de Oost-Indische Compagnie. || In de memori e heb ik gelezen, dat 10 jaar nodig zijn o m het meest bedreigde veilig te stellen.","Is het mo gelijk, gelet juist op de benarde werkgelegenheidssituatie, met name in de bouw, o m eventueel via herscholing gekwalificeerde krachten in sterkere mate in te zetten voor het behoud van waardevolle monumenten . || In de memori e heb ik gelezen, dat 10 jaar nodig zijn o m het meest bedreigde veilig te stellen.","Particular attention is given to the archive of the Dutch East India Company. || In the memo, I read that it takes 10 years to secure the most endangered species.","Is it fair, considering the difficult employment situation, especially in construction, to potentially retrain qualified workers to a greater extent for the preservation of valuable monuments? || In the memo, I read that it takes 10 years to secure the most endangered species."
nl.proc.sgd.d.197519760000604.2.19.7,1975-11-19,van Doorn,,TG2,SW1,2,2,Ik kan wel zeggen dat terugrestauratie naar het 17de eeuwse plan niet noodzakelijk duurder zou hoeven uit te vallen dan wat men zou moeten noemen consolidatie van de huidige toestand. || Restauratie naarde 17de eeuwse grondvormen zal overigens de toekomstige exploitatie van het paleismuseum uit verschillende overwegingen in gunstige zin beïnvloeden.,Ik kan wel zeggen dat terugrestauratie naar het 17de eeuwse plan niet noodzakelijk duurder zou hoeven uit te vallen dan wat men zou moeten noemen consolidatie van de huidige toestand. || Men zou meer mensen in contact kunnen brengen met een zo belangrijk monument en omgeving.,I can say that restoring it to the 17th-century plan wouldn't necessarily have to be more expensive than what one would call consolidating the current state. || Restoration to the 17th-century original forms will positively influence the future operation of the palace museum for various reasons.,I can say that restoring it to the 17th-century plan wouldn't necessarily have to be more expensive than what one would call consolidating the current state. || More people could be brought in contact with such an important monument and its surroundings.
nl.proc.sgd.d.197519760000604.4.31.1,1975-11-19,Verbrugh,nl.p.gpv,TG3,SW2,1,2,"De tijd waarin de Heren XVII van de Oostindische Compagnie probeerden de internationale politiek te regelen, is voorbij.","Acht de Minister dit geen presentatie van overschrijding van bevoegdheden? || Dit lijkt me een politiek initiatief, dat wel door of via een politieke partij of persoon bij een regering en door een regering bij de Verenigde Naties aanhangig kan worden gemaakt, maar dat niet moet komen van een ondernemer die slechts economische bevoegdheid heeft.",The time when the Lords XVII of the East India Company tried to manage international politics is over.,"Does the Minister not consider this a presentation of an overstepping of authority? || This seems to me a political initiative that can indeed be brought forward by or through a political party or person to a government and by a government to the United Nations, but it should not come from an entrepreneur who only has economic authority."
nl.proc.sgd.d.197519760000606.3.17.3,1975-11-25,Verbrugh,nl.p.gpv,TG4,SW2,2,3,"De Minister moet dit niet zeggen. Het is niet waar. || Ze zeggen ook altijd, dat de mensen van de Oostindische Compagnie werkten ter ere Gods en tot meerder gewin en tóch zat er een stuk vroomheid in, dat ik waardeer.",De Minister moet dit niet zeggen. Het is niet waar. || Het is onjuist om vroegere regenten te zien als het prototype van gereformeerden. || De Minister moet dit niet zeggen.,"The Minister shouldn't say this. It's not true. || They always say that the people of the East India Company worked for the glory of God and for greater profit, and yet there was a certain piety in it that I appreciate.",The Minister shouldn't say this. It's not true. || It is incorrect to view former regents as the prototype of Reformed individuals. || The Minister shouldn't say this.
nl.proc.sgd.d.197519760000706.1.18.1,1976-02-23,van Hulten,,TG1,SW1,2,1,"Wij hebben overigens dit jaar een herdenking rond Michiel de Ruyter, ter gelegenheid waarvan er een postzegel zal uitkomen. || Misschien moeten wij die gelegenheid meteen aangrijpen om wat aan public relations rond de vloot op te zetten.",Misschien moeten wij die gelegenheid meteen aangrijpen om wat aan public relations rond de vloot op te zetten.,"By the way, we are holding a commemoration this year for Michiel de Ruyter, on the occasion of which a stamp will be issued. || Perhaps we should seize that opportunity to establish some public relations around the fleet.",Perhaps we should seize that opportunity to establish some public relations around the fleet.
nl.proc.sgd.d.197519760000674.11.7.1,1976-06-17,ter Woorst,nl.p.kvp,TG1,SW1,2,3,"Maar ik zou speciaal willen zeggen: Geef een stuk ruimte aan het natuurlijk talent. || Er moet echter ruimte voor zijn, zoals men in de gouden eeuw ook de schilderskunst de kans gaf, waardoor op een bepaald moment ook Rembrandt de kans kreeg.","Ik meen dat de extra begaafden ook een extra verantwoordelijkheid hebben om die begaafdheden volledig te benutten. || Ik vind dat onze maatschappij de extra begaafden ook de kansen moet bieden om die begaafdheden volledig te benutten. || Er moet echter ruimte voor zijn, zoals men in de gouden eeuw ook de schilderskunst de kans gaf, waardoor op een bepaald moment ook Rembrandt de kans kreeg.","But I would like to specifically say: Give some space to natural talent. || However, there must be room for it, just as in the Golden Age the art of painting was given a chance, which at a certain point also allowed Rembrandt to have his opportunity.","I believe that the exceptionally gifted also have an extra responsibility to fully utilize their talents. || I believe that our society should also provide gifted individuals with the opportunities to fully utilize their talents. || However, there must be room for it, just as in the Golden Age the art of painting was given a chance, which at a certain point also allowed Rembrandt to have his opportunity."
nl.proc.sgd.d.197519760000674.7.15.5,1976-06-17,van Doorn,,TG2,SW1,2,2,"Nu wi j dat eenmaal hebben gekozen en dat ook de beste oplossing vinden, mede gelet op de grote bezwaren die er tegen het gepleisterd alternatief bestaan, zullen wi j ook kiezen voor de formele tuin door de eenheid die daardoor zou ontstaan. || Van Doorn dat wij voor de buitenkant kiezen voor de Stadhouderstijd, eind 17de eeuw.","Daarom heb ik nog eens gevraagd naar de toestand van de 'rode' steen. || Nu wi j dat eenmaal hebben gekozen en dat ook de beste oplossing vinden, mede gelet op de grote bezwaren die er tegen het gepleisterd alternatief bestaan, zullen wi j ook kiezen voor de formele tuin door de eenheid die daardoor zou ontstaan.","Now that we have chosen that and also find it the best solution, considering the significant objections to the plastered alternative, we will also opt for the formal garden due to the unity it would create. || From Doorn, we choose the exterior style of the Stadhouder period, late 17th century.","That's why I asked again about the condition of the 'red' stone. || Now that we have chosen that and also find it the best solution, considering the significant objections to the plastered alternative, we will also opt for the formal garden due to the unity it would create."
nl.proc.sgd.d.197519760000674.7.2.1,1976-06-17,de Boois,nl.p.pvda,TG4,SW1,2,2,"Bij de huidige restauratieplannen zal die geschiedenis bijna geheel weggevaagd worden door het teruggaan tot het eind van de 17e eeuw. || Dat is in strijd met het tegenwoordig veelal gevolgde beleid van consolidatie, dat ook berust op de Monumentenwet, die onder 'monument ' onder andere verstaat 'alle zaken en terreinen, welke van algemeen belang zijn wegens de aan die zaken en terreinen verbonden geschiedkundige herinneringen'.","Daardoor kijkt een groot deel van de monu mentenwereld verbaasd, zo niet verbijsterd, toe, nu deze restauratie door Rijksgebouwendienst wèl kan, maar aankoop en onderhoud van waardevolle andere kastelen en buitenplaatsen niet kan plaatsvinden. || Wij willen slechts de nadruk leggen op de cultuurhistorie van dit gebouw, die wi j willen bewaren en zoveel mogelijk zichtbaar maken.","With the current restoration plans, that history will almost entirely be erased by reverting to the end of the 17th century. || That is in conflict with the currently often followed policy of consolidation, which is also based on the Monuments Act, which defines 'monument' as 'all objects and areas that are of general interest due to the historical memories associated with those objects and areas'.","As a result, a large part of the monument world looks on in surprise, if not in disbelief, as this restoration by the National Office for Cultural Heritage can take place, but the purchase and maintenance of other valuable castles and estates cannot. || We only want to emphasize the cultural history of this building, which we want to preserve and make as visible as possible."
nl.proc.sgd.d.197519760000674.7.3.1,1976-06-17,Veder-Smit,nl.p.vvd,TG4,SW1,3,2,"Daardoor gaat een groot stuk van de verdere bouwgeschiedenis verloren en zeker in dit geval komen wij meer tot reconstructiedan restauratie. || Men heeft gekozen voor de vroegste periode: de zeventiende eeuw. || Deze landschapstuin zal juist in het hart worden getroffen, waar de assen samenkomen.","Tenslotte wil ik graag een uitspraak aan de Kamer voorleggen, mijnheer de Voorzitter, over de kwestie van de tuin. || Dit alles zal zeer arbeidsintensief zijn.","As a result, a large part of the subsequent construction history is lost, and in this case, we are more focused on reconstruction than on restoration. || They have chosen the earliest period: the seventeenth century. || This landscape garden will be struck right in the heart, where the axes converge.","Finally, I would like to present a statement to the Chamber, Mr. Chairman, regarding the issue of the garden. || All of this will be very labor-intensive."
nl.proc.sgd.d.197519760000674.7.3.3,1976-06-17,van Veenendaal-van Meggelen,nl.p.ds70,TG4,SW1,2,2,"Het gaat hierbij o m de vraag, of het in- en exterieur gerestaureerd moeten worden naar de 17-de dan wel de 19-de eeuw en om de vraag, of de tuin, het park plaats moet maken voor een 17-de eeuwse tuin, 2 punten die bijzonder nauw met elkaar zijn verbonden. || Ik kan mij niet voorstellen dat mijn kleinkinderen - ik heb er ten slotte tien, dus ik kan mij er iets bij voorstellen - en andere kinderen van deze tijd, opgevoed en opgegroeid met heel andere ideëen en gedachten omtrent eigendom en bezit, met andere begrippen over natuur en natuurschoon, die de toekomstige bezoekers van dit museum worden, met vreugde zullen wandelen langs de mooie, rechte stijve paadjes en de gladgeschoren buxushagen in de 17de-eeuwse tuin.",Daarom komt er vanuit mijn fractie een warme steun voor de motie-De Boois. || beter kan worden besteed als een bijdrage voor het in stand nouden van een aantal mooie buitenplaat,"This concerns the question of whether the interior and exterior should be restored to the 17th or the 19th century, and whether the garden and park should make way for a 17th-century garden, two points that are particularly closely related. || I can't imagine that my grandchildren - I have ten of them, so I can picture it - and other children of this time, raised with very different ideas and thoughts about ownership and possession, with different concepts of nature and natural beauty, who will be the future visitors of this museum, will joyfully stroll along the beautiful, straight, rigid paths and the neatly trimmed boxwood hedges in the 17th-century garden.","Therefore, my party is giving strong support to the De Boois motion. || can be better spent as a contribution to maintaining a number of beautiful outdoor areas."
nl.proc.sgd.d.197519760000674.7.4.1,1976-06-17,van Leijenhorst,nl.p.chu,TG4,SW1,2,2,Alsof er daarma geen geschiedenis meer geweest is! || Anders gezegd: wi l men terug naar 1700 of naar 1900?,"Graag horen wij van de bewindsman argumenten, welke onze definitieve beslissing kunnen vergemakkelijken. || Hoewel wi j niet over de ons verstrekte cijfers kunnen spreken, wi l ik toch vragen waarom , als het gaat over de verwarmingskosten en de kosten van electrotechnische apparatuur, die zoveel hoger zijn bij consolidatie dan bij restauratie.",As if there had been no history after that! || In other words: do we want to go back to 1700 or to 1900?,"We would like to hear from the minister arguments that could facilitate our final decision. || Although we cannot discuss the figures provided to us, I would still like to ask why, when it comes to heating costs and the costs of electrical equipment, these are so much higher in consolidation than in restoration."
nl.proc.sgd.d.197519760000674.7.5.1,1976-06-17,Abma,nl.p.sgp,TG4,SW1,2,2,"Wij hebben onze twijfel ten aanzien van de plannen tot het - zoals het genoemd is -terugrestaureren van het bekende paleis Het Loo. || Bovendien heb ik gelezen dat het in feite toch ook weer niet gaat om een echt restaureren in de 17de-eeuwse situatie, waardoor het plan wellicht toch ook niet aan waarde wint.","Onze voorkeur gaat dus uit naar een sterkere eenheid van het monument en het museum dat geherbergd wordt, met name ook gelet op de financiële consequenties maar stellig niet alleen. || Het is de bedoeling per dag 5 a 6000 bezoekers te verwerken.","We have our doubts about the plans to - as it is called - restore the famous palace Het Loo. || Moreover, I have read that it is actually not about a true restoration of the 17th-century situation, which may mean that the plan does not gain value after all.","Our preference is therefore for a stronger unity between the monument and the museum that houses it, particularly considering the financial implications, but certainly not exclusively. || The goal is to process 5,000 to 6,000 visitors per day."
nl.proc.sgd.d.197519760000674.7.6.1,1976-06-17,Cornelissen,nl.p.kvp,TG2,SW1,2,2,"Dit onderzoek, de samenstelling van de in 1972 geïnstalleerde commissie en daarnaast de deskundigheid van de architect geven ons het vertrouwen, dat met de nodige zorgvuldigheid en wijsheid, met begrip en met veel liefde voor het cultuur-historische en het landschappelijke uiteindelijk een definitief plan is opgesteld, waarvan wij kennis hebben kunnen nemen en dat inhoudt dat het paleis wordt gerestaureerd en teruggebracht tot de tijd van de koning-stadhouder - tot de 17de eeuw - , waardoor de buitenzijde wordt ontdaan van het witte pleisterwerk en de als het ware overtollige bovenverdieping, terwijl het interieur wordt teruggebracht in de oude situatie, waardoor veel aan het oog onttrokken kunstwerken weer zichtbaar worden. || De tuin, die destijds toen Lodewijk Napoleon in 1806 zijn intrede deed in Het Loo werd volgestort om daardoor een landschapstuin mogelijk te maken, zal worden hersteld wat inhoudt het herstel van de tuinmuur, een verdiepte tuin met parterres en wandelterrassen en het weer aanleggen van waterpartijen.","Met respect voor deze opvattingen menen wi j toch, dat een uitwendige restauratie in plaats van een consolidatie aanbeveling verdient, mede ook gelet op de financiële consequenties voor de toekomst. || Nagenoeg alle leden van onze fracties kunnen zich verenigen met de aanleg van de geometrische tuin, die past in de totaliteit van de restauratie van het paleis.","This research, the composition of the commission installed in 1972, and the expertise of the architect give us confidence that, with the necessary care and wisdom, understanding, and a great love for the cultural-historical and landscape aspects, a definitive plan has ultimately been developed, which we have been able to review. This plan entails the restoration of the palace and its return to the time of the king-stadtholder - to the 17th century - which will remove the white plaster from the exterior and the seemingly excessive upper floor, while the interior will be restored to its original state, making many previously hidden artworks visible again. || The garden, which was filled in when Louis Napoleon made his entrance at Het Loo in 1806 to create a landscape garden, will be restored. This includes the restoration of the garden wall, a sunken garden with parterres and walking terraces, and the re-establishment of water features.","With respect for these views, we believe that an external restoration, rather than a consolidation, deserves recommendation, especially considering the financial implications for the future. || Almost all members of our factions agree with the creation of the geometric garden, which fits into the overall restoration of the palace."
nl.proc.sgd.d.197519760000674.7.7.3,1976-06-17,van Winkel O.S.B.,nl.p.ppr,TG4,SW1,2,2,De keuze tussen 19de en 17de eeuw is voor ons moeilijk geweest. Eigenlijk zijn wij er nog niet helemaal uit. || Wij schorten ons oordeel op tot na het antwoord van de bewindsman.,Partijgenoten in de regio rond Apeldoorn hebben mij laten weten dat de Apeldoornse gemeenschap enigszins teleurgesteld is. || Kan de Minister globaal schetsen hoe hij zich de massarecreatie-effecten indenkt?,"The choice between the 19th and 17th centuries has been difficult for us. In fact, we haven't completely decided yet. || We will suspend our judgment until after the minister's response.",Party members in the region around Apeldoorn have informed me that the Apeldoorn community is somewhat disappointed. || Can the Minister provide a general outline of how he envisions the effects of mass recreation?
nl.proc.sgd.d.197519760000674.7.8.1,1976-06-17,de Koning,nl.p.bp,TG4,SW1,2,2,Wij zijn van mening dat Het Loo de stijl moet behouden die het nu heeft. || Toen het door het Koninklijk Huis werd bewoon d werd van die zijde nooit gezegd dat het moest worden teruggebracht naar de staat van de zeventiende eeuw.,Wij vinden het terugbrengen van de tuin tot een andere staat geldverspilling. || Verwacht word t dat het ongeveer f 63 min.,"We believe that Het Loo should maintain the style it currently has. || When it was inhabited by the Royal House, it was never said from that side that it should be returned to its seventeenth-century state.",We consider restoring the garden to a different state a waste of money. || It is expected to take about 63 minutes.
nl.proc.sgd.d.197519760000674.7.9.9,1976-06-17,van Doorn,,TG4,SW1,2,2,"De centrale stelling in de motie van mevrouw De Boois is: tevens van oordeel dat terugbrengen van het gebouw tot een staat, die het aan het eind van de zeventiende eeuw ongeveer had, inhoudt dat een groot stuk bouw- en bewoningsgeschiedenis zal verdwijnen. || Het is dus geheel onjuist, dit zo te stellen.","Er zullen zeer vele bezoekers komen, daarom behoeft mevrouw De Boois zich bepaald ook geen zorgen te maken over de economische zijde van de zaak. || Wij staan voor de vraag: Wat kunnen wi j met het gebouw doen, gezien die uitgangspunten?",The central statement in Ms. De Boois's motion is: also of the opinion that restoring the building to a state similar to what it had at the end of the seventeenth century means that a significant part of its construction and habitation history will be lost. || It is therefore completely incorrect to state it this way.,"There will be many visitors, so Mrs. De Boois certainly doesn't need to worry about the economic side of the matter. || We are faced with the question: What can we do with the building, considering those principles?"
nl.proc.sgd.d.197519760000683.7.10.2,1976-09-01,Drees jr.,nl.p.ds70,TG3,SW1,2,3,Het is een prettiger systeem dan dat in de tijd van de godsdienstoorlogen van de 16e en 17e eeuw. || De parlementaire democratie is in belangrijke mate ingevoerd als vervangingsmiddel van burgeroorlog.,"Het is het begin van het uitschakelen van de oppositie, wanneer men zegt dat oppositioneel optreden het schragen van een onwettige actie buiten het parlement betekent. || Dat betekent, dat het parlement het laatste woor d heeft, al kan de Regering bij niet-wetsontwerpen natuurlijk zelfstandig beslissen. || Voor het overige, bij wetsontwerpen, heeft het parlement het laatste woord .",It is a more pleasant system than that during the time of the religious wars of the 16th and 17th centuries. || Parliamentary democracy has largely been implemented as a substitute for civil war.,"It is the beginning of the suppression of the opposition when it is said that opposition activities mean supporting an unlawful action outside of parliament. || This means that Parliament has the final word, although the Government can of course make independent decisions on non-legislative proposals. || For the rest, in the case of legislative proposals, Parliament has the final say."
nl.proc.sgd.d.197619770000542.7.2.4,1976-11-02,Dankert,nl.p.pvda,TG3,SW1,2,1,De Nederlandse marine hoeft het toch niet alleen tegen de Sovjet-Unie op te nemen? || Wij zijn toch al verder dan de 17e eeuw.,De Nederlandse marine hoeft het toch niet alleen tegen de Sovjet-Unie op te nemen?,"The Dutch navy doesn't have to face the Soviet Union alone, does it? || We are already beyond the 17th century.","The Dutch navy doesn't have to face the Soviet Union alone, does it?"
nl.proc.sgd.d.197619770000555.15.17.1,1976-12-02,Verbrugh,nl.p.gpv,TG1,SW1,2,2,"Wij hebben wel degelijk confederaties gehad die een belangrijke rol in de geschiedenis hebben gespeeld. || Nederland was in de 17e eeuw een confederatie en als Indonesië in 1949 een confederatie was gebleven,hadden alle Zuid-Molukkers daar nu in vrede geleefd.","Nederland was in de 17e eeuw een confederatie en als Indonesië in 1949 een confederatie was gebleven,hadden alle Zuid-Molukkers daar nu in vrede geleefd. || Die werkelijkheid is, dat de Negen een statenbond vormen , die samenwerken waar het kan en die bij voorbeeld een lange opzegtermijn kennen, zodat de EG niet zo maar door een slechte conjunctuur uit elkaar zal vallen.","We have indeed had confederations that played an important role in history. || The Netherlands was a confederation in the 17th century, and if Indonesia had remained a confederation in 1949, all South Moluccans would now be living there in peace.","The Netherlands was a confederation in the 17th century, and if Indonesia had remained a confederation in 1949, all South Moluccans would now be living there in peace. || The reality is that the Nine form a confederation of states that cooperate where possible and, for example, have a long notice period, so that the EC will not simply fall apart due to a poor economic situation."
nl.proc.sgd.d.197619770000579.14.4.1,1977-02-17,Beekmans,nl.p.d66,TG1,SW1,1,1,Wellicht kunnen wi j uit de geschiedenis ook nog wat leren.,Wellicht kunnen wi j uit de geschiedenis ook nog wat leren.,Perhaps we can learn something from history as well.,Perhaps we can learn something from history as well.
nl.proc.sgd.d.197619770000611.1.21.1,1977-02-21,Wolff,nl.p.cpn,TG1,SW1,2,2,In de 17de eeuw waaiert het uit over de zuidelijke Nederlanden. || Wij kunnen de zaak er niet bij laten staan als thans het geval is.,"Ik wil de Minister graag verzoeken, daarbij ook te bezien of er niet ook de mogelijkheid is, een zekere expansie naar het contemporaine glas toe te laten. || Wij willen hem vragen, de gehele glaskunst nog eens nader te bezien en deze in te passen in zijn beleid, al beseffen wij dat dit niet reeds direct zo velen zal raken.","In the 17th century, it spreads across the Southern Netherlands. || We cannot leave the matter as it currently stands.","I would like to request the Minister to also consider whether there is a possibility of allowing a certain expansion towards contemporary glass. || We want to ask him to take another look at the entire glass art and incorporate it into his policy, although we realize that this may not directly affect many people right away."
nl.proc.sgd.d.197619770000614.1.8.1,1977-03-09,van Dis jr.,nl.p.sgp,TG1,SW1,3,2,Nederland is vanouds een natie die nauw is verbonden met de zee. Onze 'Gouden Eeuw' was mede mogelijk door de handelsgeest en de zeevaart. || Onze 'Gouden Eeuw' was mede mogelijk door de handelsgeest en de zeevaart. || Nederland is vanouds een natie die nauw is verbonden met de zee.,"Wij hebben met het ons bij de brief van de Ministers toegezonden rapport een vraagstuk op tafel gekregen dat een bijzonder gecompliceerd karakter draagt, waarbij niet alleen moet worden gedacht aan de scheepsbouw - met name de nieuwbouwsector - als zodanig maar ook aan de toeleveringsbedrijven en, uiteindelijk, aan de rederijen. || Onze 'Gouden Eeuw' was mede mogelijk door de handelsgeest en de zeevaart.",The Netherlands has long been a nation closely connected to the sea. Our 'Golden Age' was made possible in part by our spirit of trade and seafaring. || Our 'Golden Age' was made possible by the spirit of trade and maritime navigation. || The Netherlands has traditionally been a nation closely connected to the sea.,"We have received a complex issue with the report sent by the Ministers along with the letter, which involves not only shipbuilding—particularly the new construction sector—but also the suppliers and, ultimately, the shipping companies. || Our 'Golden Age' was made possible by the spirit of trade and maritime navigation."
nl.proc.sgd.d.197619770000597.4.6.1,1977-04-21,Waltmans,nl.p.ppr,TG3,SW1,2,2,"De belangrijkste achtergrond van de hele discussie die wi j thans voeren is het feit dat de economische belangen wereldwijd een zodanige rol gaan spelen, dat wel gebroken moet worden met een aantal zogenaamde rechtsregels die in het verleden golden, maar die, zo meen ik, belangenregels waren. || De Minister weet ongetwijfeld, dat Grotius later zijn stelling op wens van de Vereenigde Oostindische Compagnie, als zijnde haar advocaat, wat moest ondergraven.","Op grond van het voorafgaande kan men zich over het EEG-voorstel tot uitbreiding van de visserijgrenzen een aantal zaken afvragen. || De belangrijkste achtergrond van de hele discussie die wi j thans voeren is het feit dat de economische belangen wereldwijd een zodanige rol gaan spelen, dat wel gebroken moet worden met een aantal zogenaamde rechtsregels die in het verleden golden, maar die, zo meen ik, belangenregels waren.","The main background of the entire discussion we are currently having is the fact that global economic interests are playing such a significant role that we must break with a number of so-called legal rules that applied in the past, which, I believe, were actually rules of interest. || The Minister undoubtedly knows that Grotius later had to undermine his position at the request of the Dutch East India Company, as their lawyer.","Based on the above, one can question several aspects of the EU proposal to extend fishing limits. || The main background of the entire discussion we are currently having is the fact that global economic interests are playing such a significant role that we must break with a number of so-called legal rules that applied in the past, which, I believe, were actually rules of interest."
nl.proc.sgd.d.19770000078.2.5.1,1977-08-24,Abma,nl.p.sgp,TG3,SW1,2,2,Wij zien geen doorslaggevende argumenten waarom nu juist de zeventiende-eeuwse tuin moet worden hersteld. || Er is voor ons dan ook geen reden o m ons de extra kosten te getroosten.,Wij zien geen doorslaggevende argumenten waarom nu juist de zeventiende-eeuwse tuin moet worden hersteld. || Destijds was de geometrische tuin ommuur d om het Veluwse zand tegen te houden.,We see no compelling arguments for why the seventeenth-century garden should be restored now. || There is therefore no reason for us to incur the extra costs.,"We see no compelling arguments for why the seventeenth-century garden should be restored now. || At that time, the geometric garden was walled to keep the Veluwe sand out."
nl.proc.sgd.d.19770000078.4.2.7,1977-08-24,van Doorn,,TG2,SW1,2,2,"Dit baroklaan tje is een historisch gegeven. || De situatie waarvan sprake is en die is gecreëerd aan het einde van de 17e eeuw, heeft van 1685 tot 1811 -ee n niet weg te poetsen periode!","Overigens beschik ik over alternatieven die in min of meer sterke mate positief zijn ten aanzien van de regeringskeuze en over een maximum-advies van de LooCommissie dat mij met grote stelligheid aanbeveelt, voort te gaan op de weg die mij voor ogen stond en met even grote klem mij ontraadt, een compromis te kiezen zoals is aangeduid in het advies van de 'drie'. || Wij hebben berekend, dat wij in de nieuwe situatie van 8 op - schrikt U niet - maar liefst 10tuinlieden komen.","This baroque lane is a historical fact. || The situation in question, which was created at the end of the 17th century, lasted from 1685 to 1811 - an undeniable period!","Furthermore, I have alternatives that are positively inclined, to a greater or lesser extent, regarding the government choice, as well as a maximum recommendation from the Loo Commission that strongly advises me to continue on the path I envisioned and equally strongly discourages me from choosing a compromise as indicated in the advice of the 'three'. || We have calculated that in the new situation, we will have 10 gardeners, so don't be alarmed."
